
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 60, 15, 31.740
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 50, 14, 30.240
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 205, 60, 15, 39.924
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-22, 185, 50, 14, 24.090
2022-02-23, 185, 50, 14, 24.09
